score,artista,titulo,ano,problemas,palavras_descricao,n_referencias,n_referencias_com_versiculo
1,Claude Vignon,A Parábola do Servo Implacável,c. 1630,SEM_CONTEXTO_HISTORICO,44,1,1
1,Cornelis van Poelenburch,A Expulsão do Paraíso,1646,SEM_CONTEXTO_HISTORICO,158,1,1
1,Autor Desconhecido,A Incredulidade de Tomé,Século XII,SEM_CONTEXTO_HISTORICO,142,1,1
1,Diego Velázquez,A Adoração dos Reis Magos,1619,SEM_CONTEXTO_HISTORICO,140,1,1
1,Diego Velázquez,A Ceia em Emaús,1618,SEM_CONTEXTO_HISTORICO,162,1,1
1,Diego Velázquez,Cristo na Cruz,1632,SEM_CONTEXTO_HISTORICO,40,4,1
1,Domenico Fetti,A Parábola da Pérola,c. 1620,SEM_CONTEXTO_HISTORICO,224,1,1
1,Domenico Fetti,A Parábola do Cisco e da Trave,1619,SEM_CONTEXTO_HISTORICO,168,2,1
1,Domenico Fetti,A Parábola do Credor Incompassivo,1620,SEM_CONTEXTO_HISTORICO,181,1,1
1,Domenico Fetti,A Parábola dos Lavradores Malvados,1620,SEM_CONTEXTO_HISTORICO,137,3,1
1,Domenico Morelli,O barco da vida,1859,SEM_CONTEXTO_HISTORICO,146,1,1
1,Duccio,Jesus enviando os apóstolos,1311,SEM_CONTEXTO_HISTORICO,106,1,1
1,El Greco,Pietá,1585,SEM_CONTEXTO_HISTORICO,130,1,1
1,Ernst Friedrich von Liphart,A Parábola das Virgens Prudentes e Insensatas,1886,SEM_CONTEXTO_HISTORICO,78,1,1
1,Esteban March,O bezerro de ouro,1668,SEM_CONTEXTO_HISTORICO,114,1,1
1,Fra Angelico,Pietá,,SEM_CONTEXTO_HISTORICO,128,1,1
1,Francisco Goya,A Parábola das Bodas,1797,SEM_CONTEXTO_HISTORICO,167,2,1
1,Francisco de Zurbarán,A Casa de Nazaré,1640,SEM_CONTEXTO_HISTORICO,142,1,1
1,Francisco de Zurbarán,A Fuga para o Egito,1630,SEM_CONTEXTO_HISTORICO,145,1,1
1,Francisco de Zurbarán,A Meditação de Maria Madalena,1640,SEM_CONTEXTO_HISTORICO,146,2,2
